class_name,class_id
../data/music genre/audio/jazz/Scott_Pazera_Trio-Seven_Eleven.wav,5
../data/music genre/audio/rock/Element57-Woke_Up_Late.wav,8
../data/music genre/audio/electronic/The_Weather_Inside-Streets_of_Jerusalem.wav,2
../data/music genre/audio/jazz/envibronment-Eventually__live_.wav,5
../data/music genre/audio/rock/Mama_s_Gravy-A_Dollar_Away.wav,8
../data/music genre/audio/jazz/Jim_Schweigert-Goodbye_Green_Eyes.wav,5
../data/music genre/audio/pop/Jesus_Martini-For_You.wav,6
../data/music genre/audio/jazz/The_Slicked_Up_9_s-T_aint_What_You_Do.wav,5
../data/music genre/audio/folkcountry/christa_couture-i_will.wav,3
../data/music genre/audio/alternative/Stara_Zagora-luster.wav,0
../data/music genre/audio/raphiphop/The_Rypist-Unlucky.wav,7
../data/music genre/audio/alternative/Shortwave_Radio-Cardiac.wav,0
../data/music genre/audio/jazz/K_Comp-Touch_the_Earth__Live_.wav,5
../data/music genre/audio/rock/ATELLO-Big_Payoff.wav,8
../data/music genre/audio/rock/Lost_Anthem___Indiana_-Too_Far_Gone.wav,8
../data/music genre/audio/blues/The_Summertimeblues_Band-Honey_Bee.wav,1
../data/music genre/audio/jazz/Soda_Popinski-Any_Ideas.wav,5
../data/music genre/audio/raphiphop/muddy_waterz-dead_wrong__live_right_.wav,7
../data/music genre/audio/rock/Instant_Winner_WA-In_Words.wav,8
../data/music genre/audio/jazz/Pete_Ubriaco-San_Pedro_Hum.wav,5
../data/music genre/audio/raphiphop/L_A_W_1-They_Want_s_Nothing.wav,7
../data/music genre/audio/electronic/22-Lonely.wav,2
../data/music genre/audio/funksoulrnb/Mother_Funk_Conspiracy-FUNKY_MCSUNKE.wav,4
../data/music genre/audio/raphiphop/Tru_Prophitz-Broken_Man_z_Light.wav,7
../data/music genre/audio/rock/5_Star_Day-Flow.wav,8
../data/music genre/audio/rock/Lion_Sun_Dog-Phantom_Power.wav,8
../data/music genre/audio/rock/Boneyard-Deadstar.wav,8
../data/music genre/audio/pop/AccoladeUK-Sleep_Tonight.wav,6
../data/music genre/audio/jazz/The_Reunion-Leaving.wav,5
../data/music genre/audio/rock/nero-Lost_Highway.wav,8
../data/music genre/audio/alternative/Perfectly_Good_Airplanes-Kids_or_Animals.wav,0
../data/music genre/audio/folkcountry/Chelle_Murrey-Everyone_s_Got_Philosophy.wav,3
../data/music genre/audio/funksoulrnb/KongFuzi-Swamp_Gumbo.wav,4
../data/music genre/audio/electronic/Symbiosis-Exetrist__Rapture_Mix_.wav,2
../data/music genre/audio/rock/MindCandy-Twenty_One.wav,8
../data/music genre/audio/pop/Sacred_Raisin_Cakes-WaterPots.wav,6
../data/music genre/audio/raphiphop/Rowdee_Black_Giants-TURN_YOU_OUT.wav,7
../data/music genre/audio/folkcountry/Nathan_Sheppard_2002-Dying_Day.wav,3
../data/music genre/audio/rock/Hanover_Fist-Waiting.wav,8
../data/music genre/audio/raphiphop/Kold_Kut_Productions-Im_So_Lonely.wav,7
../data/music genre/audio/rock/HorseRocks-Fall.wav,8
../data/music genre/audio/jazz/moir-Drifter_on_the_FM.wav,5
../data/music genre/audio/rock/Jesse_Johnson-Pass_the_Chips.wav,8
../data/music genre/audio/jazz/SAE-Ashbury.wav,5
../data/music genre/audio/alternative/number_99-common_DEMO.wav,0
../data/music genre/audio/jazz/Jimi_Ruccolo_Band-Pride_Before_the_Fall.wav,5
../data/music genre/audio/electronic/Mimizan-Release.wav,2
../data/music genre/audio/rock/5_Star_Day-Selfish_Eyes.wav,8
../data/music genre/audio/folkcountry/Tom_Cadaret-Gypsy_Night.wav,3
../data/music genre/audio/folkcountry/Adam_Keith_Garner-Two_Reasons.wav,3
../data/music genre/audio/raphiphop/THOROBRED-Mic_Check__A_Lesson_In_Breath_Control_.wav,7
../data/music genre/audio/folkcountry/Christopher_Sauter-Something_About_You.wav,3
../data/music genre/audio/rock/Mothers_Buzz-Fortynine.wav,8
../data/music genre/audio/raphiphop/GENOCIDE-Spit_To_Death.wav,7
../data/music genre/audio/rock/Jake-Evil.wav,8
../data/music genre/audio/folkcountry/Nathan_Sheppard-Carried_Away.wav,3
../data/music genre/audio/electronic/Misnomer-Start_the_Machine_Up.wav,2
../data/music genre/audio/raphiphop/Divine_MC-State_Of_Misery.wav,7
../data/music genre/audio/rock/Angie_Screams-Trouble.wav,8
../data/music genre/audio/jazz/red_clay_trio-autums_leaves__live_at_canturberries_.wav,5
../data/music genre/audio/raphiphop/Pagemasta-Armeggedon.wav,7
../data/music genre/audio/raphiphop/Terrell_Skilz-How_Many_Hearts.wav,7
../data/music genre/audio/blues/Enos_Hornet-Party_Time_.wav,1
../data/music genre/audio/funksoulrnb/Chad_Trent-Common_Flaws.wav,4
../data/music genre/audio/jazz/Too_Much_Coffee-Karen.wav,5
../data/music genre/audio/folkcountry/Noel_Shannon-Heading_South.wav,3
../data/music genre/audio/jazz/Scott_Pazera-Pigeon_Toed.wav,5
../data/music genre/audio/electronic/the_patty_hearst_project-no_ones_watching.wav,2
../data/music genre/audio/rock/evelyn_grace-Within_my_Vision.wav,8
../data/music genre/audio/jazz/The_Funk_Heights_Affair-Matters_of_the_Heart.wav,5
../data/music genre/audio/raphiphop/FALLEN_ANGELZ-LIFE.wav,7
../data/music genre/audio/rock/plato_s_halo-In_the_Pink.wav,8
../data/music genre/audio/blues/Nobby_Reed_Project-At_The_Bottom_Live.wav,1
../data/music genre/audio/rock/Faceles-Falling_Down.wav,8
../data/music genre/audio/rock/David_Matthews-Ready_or_Not.wav,8
../data/music genre/audio/jazz/Peak_Velocity_s_Rhythm_Review-Home_Cookin_.wav,5
../data/music genre/audio/jazz/Dictatertots-Midnight_Trip_To_Nowhere.wav,5
../data/music genre/audio/raphiphop/Nomad_Exploraz-New_Raw_Order.wav,7
../data/music genre/audio/rock/Lifted______NY_-One_Man_Show.wav,8
../data/music genre/audio/raphiphop/Brassknucks-Soulful_Spirit.wav,7
../data/music genre/audio/raphiphop/Street_Kingz__LOULAW-ASK_YOURSELF.wav,7
../data/music genre/audio/electronic/atonalis-thefirstindigothought.wav,2
../data/music genre/audio/rock/Automan-Sleep.wav,8
../data/music genre/audio/blues/Nobby_Reed_Project-Cryin__In_My_Dreams.wav,1
../data/music genre/audio/raphiphop/ICM-Monster_Hand.wav,7
../data/music genre/audio/raphiphop/Central_Plains-Contact.wav,7
../data/music genre/audio/rock/Second_NaturePortland-Grey.wav,8
../data/music genre/audio/blues/The__Dare_Ya_Blues_Band-Home_to_New_Orleans.wav,1
../data/music genre/audio/jazz/Silliputti-Miles__Live_Church_Mix_.wav,5
../data/music genre/audio/raphiphop/Live_Vibe-Profile.wav,7
../data/music genre/audio/raphiphop/Truology_All_Starz-Rational_Anthem.wav,7
../data/music genre/audio/rock/Premonition___RI-My_Best_For_You.wav,8
../data/music genre/audio/raphiphop/B_Brock-Stressed_N_Depressed.wav,7
../data/music genre/audio/folkcountry/The_Craig_Richards_Band-The_War_s_Never_Ending.wav,3
../data/music genre/audio/rock/keys_wizard-Into_The_light.wav,8
../data/music genre/audio/rock/Cycle_of_Pain-Somebody_Stop_Me.wav,8
../data/music genre/audio/alternative/SMOKESCREEN-California__2004_.wav,0
../data/music genre/audio/jazz/Blip_Blop-Scrubby_Boppy.wav,5
../data/music genre/audio/rock/one_perfect_minute-Inside_Of_You.wav,8
../data/music genre/audio/alternative/Tubby-Dark_Road.wav,0
../data/music genre/audio/folkcountry/Syd-Back_Home.wav,3
../data/music genre/audio/rock/The_Influence-Givin__Up_The_Ghost.wav,8
../data/music genre/audio/electronic/Van_der_Waal-Meeting_in_Secret.wav,2
../data/music genre/audio/rock/Osiris__orlando_-Secret_Lies.wav,8
../data/music genre/audio/alternative/bluestarbaby-all_i_need.wav,0
../data/music genre/audio/alternative/Remy_De_La_Mora-Ostrich.wav,0
../data/music genre/audio/alternative/Rick_Dobbelaer-Your_Skin.wav,0
../data/music genre/audio/alternative/Sugarplum_Fairies-_2_Kraft_Paperbag.wav,0
../data/music genre/audio/jazz/sub5-Southside.wav,5
../data/music genre/audio/rock/Swim-Try_A_Little.wav,8
../data/music genre/audio/raphiphop/MISMARIE-life_can_be.wav,7
../data/music genre/audio/raphiphop/OFFsides-One_Rhyme__feat_DR_one_.wav,7
../data/music genre/audio/jazz/Possible_Bad_News-Bed_Spring.wav,5
../data/music genre/audio/alternative/Jabudah-Infected.wav,0
../data/music genre/audio/alternative/Bondo-Just_Wanna_Get_Horny.wav,0
../data/music genre/audio/blues/the_River_Rats-Somethings_Never_Change.wav,1
../data/music genre/audio/jazz/Dave_Manley_Band-Deep_Pm.wav,5
../data/music genre/audio/jazz/irene_sage_band-BLUE_TEMPLE.wav,5
../data/music genre/audio/electronic/ToR___garageband_com_toraudio-Fourty_Two.wav,2
../data/music genre/audio/jazz/Lindsay_Wynn-November_Moon.wav,5
../data/music genre/audio/raphiphop/THE_B_M_C-EXPRESSIONZ.wav,7
../data/music genre/audio/raphiphop/MS_DIAMOND-Get_Crunk.wav,7
../data/music genre/audio/pop/Natasha-Helpless.wav,6
../data/music genre/audio/jazz/Force_Seven-Joel_s_Friends.wav,5
../data/music genre/audio/rock/Ketracel_White-Second_Look.wav,8
../data/music genre/audio/funksoulrnb/_REAL-Like_it_Like_You_Do_.wav,4
../data/music genre/audio/funksoulrnb/Krystel-OK.wav,4
../data/music genre/audio/jazz/The_Larry_Steen_World_Jazz_Ensemble-Drum__N_Barong.wav,5
../data/music genre/audio/pop/Christine_Havrilla-Diamonds.wav,6
../data/music genre/audio/alternative/For_All_The_Drifters-Evening_Meets_The_Dawn.wav,0
../data/music genre/audio/jazz/Gail_Dutchess-Oscillation.wav,5
../data/music genre/audio/alternative/Kunek-Good_Day.wav,0
../data/music genre/audio/rock/SWIFTHOLLY-Cancer.wav,8
../data/music genre/audio/jazz/Kick_the_Cat-Porno_Jazz.wav,5
../data/music genre/audio/rock/AMPSEX-CIRCUS.wav,8
../data/music genre/audio/electronic/__The_Membots__-How_Deep_Can_You_Dig_.wav,2
../data/music genre/audio/rock/The_Industry-The_Exception_To_The_Rule.wav,8
../data/music genre/audio/rock/Royal_Crush-strange.wav,8
../data/music genre/audio/rock/Motor_City_Creeps-If_my_life_was_a_book___.wav,8
../data/music genre/audio/electronic/Trudgernaut-The_Power_of_Pure.wav,2
../data/music genre/audio/folkcountry/the_mojo_apostles-I_don_t_feel_like_drinking.wav,3
../data/music genre/audio/rock/Yellow_Five-Fool.wav,8
../data/music genre/audio/rock/PAJAMAZON-Baby_Tee.wav,8
../data/music genre/audio/rock/JEFF_ALLAN-THE_MONKEY.wav,8
../data/music genre/audio/raphiphop/Chris_Rel-The_Messenger.wav,7
../data/music genre/audio/rock/janet_theory-Killing_The_Girl__2002_.wav,8
../data/music genre/audio/rock/Road_Trip-Alright.wav,8
../data/music genre/audio/raphiphop/ICM-Take_Off_Malicious.wav,7
../data/music genre/audio/blues/Jaded_Soul-Romeo.wav,1
../data/music genre/audio/raphiphop/SIN___Sinister_Child__-Lord_Please_Help_Me.wav,7
../data/music genre/audio/jazz/Azuris_Aurum-Terrene_Dream.wav,5
../data/music genre/audio/pop/Sandra_Carlucci-Not_Feelin__It.wav,6
../data/music genre/audio/rock/The_Brite_Side-Brave.wav,8
../data/music genre/audio/jazz/LavaTrax-She_s_A_Good_One.wav,5
../data/music genre/audio/folkcountry/Jeff_Crandall-Rarebird.wav,3
../data/music genre/audio/rock/CODE_58-Moment.wav,8
../data/music genre/audio/blues/The_Blues_Persuaders-Stare_Off_and_Mumble.wav,1
../data/music genre/audio/pop/StarBaby-Take_What_the_Music_Gives_You__TWTMGY_.wav,6
../data/music genre/audio/raphiphop/Sound_Science_Entertainment-F_D_I_C.wav,7
../data/music genre/audio/raphiphop/GENOCIDE-GET_DAT_.wav,7
../data/music genre/audio/raphiphop/ICM-Breaking_Point_Second_Thought.wav,7
../data/music genre/audio/alternative/Sheldon_Kelly-Branding_Cows__No_Use_To_Me_.wav,0
../data/music genre/audio/rock/Merit-Locked_from_the_Inside.wav,8
../data/music genre/audio/alternative/SMOKESCREEN-Parallel.wav,0
../data/music genre/audio/blues/Janet_Ryan_and_Straight_Up_-Tired_of_Talking.wav,1
../data/music genre/audio/jazz/Silliputti-Moon_Walk.wav,5
../data/music genre/audio/pop/Cynthias_Brow-I_Wish_I_Had.wav,6
../data/music genre/audio/raphiphop/Masters_of_the_U_N_I_verse-Who_s_This_.wav,7
../data/music genre/audio/pop/Fig-The_Good_Together_Brings.wav,6
../data/music genre/audio/rock/The_Boodogs-Over_and_Over.wav,8
../data/music genre/audio/jazz/Dick_John-Rock_is_dead_.wav,5
../data/music genre/audio/folkcountry/MILLENIUM_COWBOY-BUILD_A_BOAT_.wav,3
../data/music genre/audio/pop/Lyndsey_Highlander-Whatcha_Say.wav,6
../data/music genre/audio/rock/Ridalyn-She_Says_Goodbye.wav,8
../data/music genre/audio/raphiphop/Leroy_Smokes-Don_t_Seem_2_Hear_Me_.wav,7
../data/music genre/audio/jazz/Stefan_Olofsson-Strait_From_The_Jacket.wav,5
../data/music genre/audio/raphiphop/T_Blake-In_My_Basement.wav,7
../data/music genre/audio/jazz/Bloodwood-Cigarrette.wav,5
../data/music genre/audio/raphiphop/Kas-Here__Feat__Sarah_Taylor_.wav,7
../data/music genre/audio/raphiphop/COLABO-Back_To_Tha_Castle.wav,7
../data/music genre/audio/folkcountry/Virginia-4_O_clock_In_The_Morning.wav,3
../data/music genre/audio/rock/BammHollow-Dry_As_A_Well.wav,8
../data/music genre/audio/folkcountry/Christopher_Dale-At_Ease.wav,3
../data/music genre/audio/rock/DOSE_-I_DON_T_BELIEVE_IN_YOU.wav,8
../data/music genre/audio/blues/Dale_Jackson_Band-HAVE_ANYBODY_SEEN_MY_MONEY.wav,1
../data/music genre/audio/raphiphop/Split2nd_Entertainment-Drop_It___F_A___Feat__Nish_.wav,7
../data/music genre/audio/rock/Next_In_Line-Guesstimate.wav,8
../data/music genre/audio/blues/Good_bye_Blue_Monday-You_Give_Me_Strength.wav,1
../data/music genre/audio/rock/Strawberry_Bazzare-freak_nut.wav,8
../data/music genre/audio/electronic/Dracanyotlez-I_Got_The_Balls.wav,2
../data/music genre/audio/rock/_OMNI_-Soliloquy.wav,8
../data/music genre/audio/alternative/dave_keegan-Seven_Years.wav,0
../data/music genre/audio/rock/Rune-Paradise.wav,8
../data/music genre/audio/jazz/The_2_plus_1_Trio-Unmentionable.wav,5
../data/music genre/audio/rock/JayCrash-Ask_Me_Why.wav,8
../data/music genre/audio/rock/The_Actual-Cold_Inside.wav,8
../data/music genre/audio/rock/Little_Joe_Pinto-Sound_Check.wav,8
../data/music genre/audio/jazz/Fat_Time-Jean_Jacques_Octeau.wav,5
../data/music genre/audio/rock/Steelgrass-Good_Trouble.wav,8
../data/music genre/audio/rock/Trippin_on_Dolls-On_Dolls.wav,8
../data/music genre/audio/electronic/K_K__ELECTRONICS-WATCH_EMILY_PLAY__TO_SYD_.wav,2
../data/music genre/audio/rock/Jive_5-dozer.wav,8
../data/music genre/audio/raphiphop/Fokissed-Fokissed_w_BlackWolff__The_Lord_s_Other_Prayer.wav,7
../data/music genre/audio/rock/The_Sundogs-Oasis.wav,8
../data/music genre/audio/jazz/The_Slicked_Up_9_s-Big_Bess.wav,5
../data/music genre/audio/blues/Mark_David_Group-Dream_Outfit.wav,1
../data/music genre/audio/rock/Seconds_Before-Heart_Of_Concrete.wav,8
../data/music genre/audio/rock/Outshine-Promise.wav,8
../data/music genre/audio/raphiphop/Soulviet_Union-Fix_Your_Face.wav,7
../data/music genre/audio/raphiphop/Brownz_Family-Artificial_Life.wav,7
../data/music genre/audio/rock/Nectar__Canada_-Red_Sands.wav,8
../data/music genre/audio/raphiphop/Jahn_Jahn-Hangin__Tonight.wav,7
../data/music genre/audio/jazz/Just_Think-Hourglass.wav,5
../data/music genre/audio/folkcountry/JC_Smith-Dulcinea.wav,3
../data/music genre/audio/rock/Section_8_USA_-Highland_Road.wav,8
../data/music genre/audio/alternative/Oscar_Trim-Strow.wav,0
../data/music genre/audio/raphiphop/ApostleDZack-Next_2_U.wav,7
../data/music genre/audio/jazz/The_Larry_Steen_World_Jazz_Ensemble-Seven_Come_Five.wav,5
../data/music genre/audio/jazz/VBD-Straight_No_Ice.wav,5
../data/music genre/audio/jazz/SCHFViLKUS-Pleather.wav,5
../data/music genre/audio/raphiphop/Arkatext-Commercial_Cut.wav,7
../data/music genre/audio/jazz/The_Old_Dogs_at_Play-Snatch_Crackers.wav,5
../data/music genre/audio/rock/1nothing-walk_away.wav,8
../data/music genre/audio/raphiphop/BISHOP_Brigante-Communicate.wav,7
../data/music genre/audio/folkcountry/Rebecca_Hall-Not_the_Same.wav,3
../data/music genre/audio/pop/Sorci___Tomich-Linger.wav,6
../data/music genre/audio/folkcountry/Nate_Pearce-Leavin__California.wav,3
../data/music genre/audio/blues/Kalamazoo_Allstars-Day_Job_Blues.wav,1
../data/music genre/audio/folkcountry/David_Plumb-Oo_La_La.wav,3
../data/music genre/audio/rock/Heydevils-Jezebel.wav,8
../data/music genre/audio/jazz/ZoneRangers-Mofunculus.wav,5
../data/music genre/audio/rock/Punching_Judy-Kiss_it_Goodbye.wav,8
../data/music genre/audio/jazz/Gwen_Cardenas___Kin-Me_And_The_Moon.wav,5
../data/music genre/audio/folkcountry/Davin_Wood-Left_Behind.wav,3
../data/music genre/audio/jazz/Mike_Hay-No_Speed_Limits.wav,5
../data/music genre/audio/jazz/John_Kline-Meridians.wav,5
../data/music genre/audio/raphiphop/Restoring_Poetry_in_Music-Play_Your_Part.wav,7
../data/music genre/audio/alternative/Purple_Wage-Daydream.wav,0
../data/music genre/audio/alternative/SMOKESCREEN-Wasting_Away.wav,0
../data/music genre/audio/raphiphop/D_O_-This_Love.wav,7
../data/music genre/audio/pop/Adrienne_Stiefel-All_I_Know.wav,6
../data/music genre/audio/blues/The_Pull-I_ve_Been_Searchin_.wav,1
../data/music genre/audio/jazz/Sunshine-Someone_who_belongs_to_me.wav,5
../data/music genre/audio/jazz/sub5-Q_bass.wav,5
../data/music genre/audio/folkcountry/Alyson_Gilbert_and_Southbound-All_The_Man_I_Need.wav,3
../data/music genre/audio/blues/The_Curbfinders-Texas_Shuffle.wav,1
../data/music genre/audio/rock/Life_of_Riley__dallas_-Thursday_Afternoon.wav,8
../data/music genre/audio/jazz/Dave_Ahl-untitled.wav,5
../data/music genre/audio/pop/AZWEL-In_Two.wav,6
../data/music genre/audio/raphiphop/sirus_curse-N_O_S__real_life.wav,7
../data/music genre/audio/jazz/Little_Blue_Crunchy_Things-Direction.wav,5
../data/music genre/audio/rock/Winston_Canada-Bottom_Of_The_World.wav,8
../data/music genre/audio/jazz/Zen_Bastards-lydia_s_dance.wav,5
../data/music genre/audio/rock/Brian_Kahanek-Little__Things.wav,8
../data/music genre/audio/rock/Dana_Osborn-Spanish_Love.wav,8
../data/music genre/audio/jazz/Justin_Hoy-City_Life.wav,5
../data/music genre/audio/rock/majnun-hands_bound.wav,8
../data/music genre/audio/rock/kimberly_kills-Falling_Faster.wav,8
../data/music genre/audio/jazz/Jim_Crew-Neckbone.wav,5
../data/music genre/audio/folkcountry/Billi_Patti-Send_Me_an_Angel.wav,3
../data/music genre/audio/raphiphop/Lords_Of_Tha_Fly-Whateva.wav,7
../data/music genre/audio/alternative/Secret_Suburbia-White_Flight.wav,0
../data/music genre/audio/raphiphop/Pete_Smith-Respect.wav,7
../data/music genre/audio/rock/Animal_Pharm-Superstar.wav,8
../data/music genre/audio/jazz/David_Cortopassi-No_One_Gets_Me_Up_Like_You_Do.wav,5
../data/music genre/audio/funksoulrnb/secondhand_jive-Birds__Dirt__and_Water.wav,4
../data/music genre/audio/alternative/Woody-Sandwitch.wav,0
../data/music genre/audio/folkcountry/Frozen_Feet-Mama.wav,3
../data/music genre/audio/rock/supermint-What_s_Going_On.wav,8
../data/music genre/audio/rock/Emery_Vesch-A_Mile_Away.wav,8
../data/music genre/audio/folkcountry/Colin_McConnell-Big_Sky.wav,3
../data/music genre/audio/rock/kittelstad-Long_Time.wav,8
../data/music genre/audio/rock/Signalflow-The_Need.wav,8
../data/music genre/audio/pop/outerdrive-Fly.wav,6
../data/music genre/audio/jazz/GATE_18-LANDLORD.wav,5
../data/music genre/audio/jazz/Joe_Anikewich-Simone.wav,5
../data/music genre/audio/pop/Dave_Keats-Everlasting.wav,6
../data/music genre/audio/jazz/Bloodwood-Favela.wav,5
../data/music genre/audio/rock/strangegirl-should_i_stay.wav,8
../data/music genre/audio/jazz/Kick_the_Cat-Era__The_Common_Man.wav,5
../data/music genre/audio/folkcountry/Paper_Tiger-Life.wav,3
../data/music genre/audio/raphiphop/Devante_Saunders-Game_On_Lock.wav,7
../data/music genre/audio/blues/Billy_Marquis-dust_me_off.wav,1
../data/music genre/audio/rock/Starch-Supercharger.wav,8
../data/music genre/audio/raphiphop/Indigenous_Womb-I_ve_Learned.wav,7
../data/music genre/audio/electronic/Sonic_Boutique-Opium_Din.wav,2
../data/music genre/audio/blues/Andy_Kimbel-Red_Hot_Blues.wav,1
../data/music genre/audio/jazz/Guytare-Cantons_de_l_Est.wav,5
../data/music genre/audio/raphiphop/Butterson_L_sworth-F_the_Law.wav,7
../data/music genre/audio/jazz/John_Temmerman_s_Jazz_Obsession_Quartet-Fundamental_Dreamer.wav,5
../data/music genre/audio/pop/Anne_Regina-I_Learned_From_You.wav,6
../data/music genre/audio/raphiphop/Hipacalypse-Keep_it_Underground.wav,7
../data/music genre/audio/raphiphop/KatchPhraze-Eye_Can_See.wav,7
../data/music genre/audio/jazz/Rich_Hansen-Four_On_The_Floor.wav,5
../data/music genre/audio/electronic/Bleep-Wovel.wav,2
../data/music genre/audio/blues/The_Paul_Wood_Band__formerly_The_Bridgeburners-Don_t_Call_Me.wav,1
../data/music genre/audio/jazz/Monika_Herzig-Blues_for_a_Rainy_Day.wav,5
../data/music genre/audio/rock/Bamm_Hollow-In_From_The_Cold.wav,8
../data/music genre/audio/folkcountry/Big_Blue_Hearts-Feel_So_Right.wav,3
../data/music genre/audio/rock/Tribe_of_Ben-Leeches.wav,8
../data/music genre/audio/rock/The_Diamond_Club-Mellow_Out.wav,8
../data/music genre/audio/funksoulrnb/Fungus_Amungus-slump.wav,4
../data/music genre/audio/rock/Sly_Willie_Down-The_Hippie_Song.wav,8
../data/music genre/audio/funksoulrnb/telos-Open_Your_Eyes.wav,4
../data/music genre/audio/alternative/Emberglow-Back_At_You.wav,0
../data/music genre/audio/raphiphop/Hud_Hustlas-All_I_Want_feat_Franchise.wav,7
../data/music genre/audio/alternative/stereogirl-true_what_they_say.wav,0
../data/music genre/audio/rock/LOUDLOVE-Diamond_In_The_Rough.wav,8
../data/music genre/audio/pop/SugarBox-Skin_Tight.wav,6
../data/music genre/audio/pop/Cornerstone-End_of_the_Sky.wav,6
../data/music genre/audio/blues/Henry_Correy___The_Correydors-Early_Mornin__Hours.wav,1
../data/music genre/audio/rock/Nightheart-Stoned_Shitless.wav,8
../data/music genre/audio/rock/Flood_Ritual-Touch_My_Soul.wav,8
../data/music genre/audio/raphiphop/Dejanero-Ballin_.wav,7
../data/music genre/audio/rock/The_Accident_Experiment-Mind_Death_Machine.wav,8
../data/music genre/audio/jazz/Solla_Sollew-Blues_a_la_Cado.wav,5
../data/music genre/audio/jazz/Geoff_Duncan-Only_After_the_Sky.wav,5
../data/music genre/audio/rock/Overtone__Chicago-Shattered.wav,8
../data/music genre/audio/folkcountry/Dry_County-Alabama_Clay.wav,3
../data/music genre/audio/jazz/Jim_Crew-Blue_Streak.wav,5
../data/music genre/audio/rock/retrograde-Caught_in_the_Sun.wav,8
../data/music genre/audio/jazz/The_TCQ-Pressin__Ma_Bit.wav,5
../data/music genre/audio/rock/35R-This_Time.wav,8
../data/music genre/audio/jazz/K_Comp-Scene_Of_The_Crime__Live_.wav,5
../data/music genre/audio/blues/Nobby_Reed_Project-Have_You_Heard.wav,1
../data/music genre/audio/rock/In_Itself-Defined.wav,8
../data/music genre/audio/folkcountry/Anne_Heaton-Megan_and_Kevin.wav,3
../data/music genre/audio/raphiphop/Nameless_Strangers-The_Way_I_Shine.wav,7
../data/music genre/audio/folkcountry/ptM-Vacation_Getaway.wav,3
../data/music genre/audio/folkcountry/Bird_and_Tines-Temporarily_Your_s.wav,3
../data/music genre/audio/raphiphop/nonsense_productions-Turbulent_times__Feat___Ced_G___Reese_T.wav,7
../data/music genre/audio/jazz/AX_EUM-Me_Brudda.wav,5
../data/music genre/audio/rock/Frank_Einstein-Pull_My_Strings.wav,8
../data/music genre/audio/rock/skratch_-Mary__Rock_.wav,8
../data/music genre/audio/rock/Cattywompus-Beautiful.wav,8
../data/music genre/audio/jazz/Bellsize-Golden_Center.wav,5
../data/music genre/audio/folkcountry/Nathan_Sheppard_2002-Carolina.wav,3
../data/music genre/audio/alternative/The_Vision_of_a_Dying_World-We_re_Not_Afraid_of_Silence.wav,0
../data/music genre/audio/raphiphop/I_C-paperchase.wav,7
../data/music genre/audio/rock/Shonuff-Outcast.wav,8
../data/music genre/audio/jazz/Mother_Funk_Conspiracy-HAMBONE_steaksauce.wav,5
../data/music genre/audio/raphiphop/THA_INVASION-Streets_Are_Watchin_.wav,7
../data/music genre/audio/folkcountry/Sted_letter-Beauty_Love.wav,3
../data/music genre/audio/blues/Big_Steve___the_Trainwreck-That_Train.wav,1
../data/music genre/audio/funksoulrnb/Jaymz-She.wav,4
../data/music genre/audio/rock/Coping_With_Ignorance-Shattered_Dreams.wav,8
../data/music genre/audio/raphiphop/Front_liners-Proper_english.wav,7
../data/music genre/audio/alternative/dallas_orbiter-Bed_of_Stars.wav,0
