path,class_id
../data/esc_50/audio/18/1-56269-A-18.wav,10
../data/esc_50/audio/19/1-101296-A-19.wav,11
../data/esc_50/audio/19/1-101296-B-19.wav,11
../data/esc_50/audio/19/1-115521-A-19.wav,11
../data/esc_50/audio/19/1-23222-A-19.wav,11
../data/esc_50/audio/19/1-23222-B-19.wav,11
../data/esc_50/audio/19/1-24524-A-19.wav,11
../data/esc_50/audio/19/1-24524-B-19.wav,11
../data/esc_50/audio/19/1-24524-C-19.wav,11
../data/esc_50/audio/2/1-208757-A-2.wav,12
../data/esc_50/audio/2/1-208757-B-2.wav,12
../data/esc_50/audio/2/1-208757-C-2.wav,12
../data/esc_50/audio/2/1-208757-D-2.wav,12
../data/esc_50/audio/2/1-208757-E-2.wav,12
../data/esc_50/audio/2/1-260640-A-2.wav,12
../data/esc_50/audio/2/1-260640-B-2.wav,12
../data/esc_50/audio/2/1-260640-C-2.wav,12
../data/esc_50/audio/20/1-187207-A-20.wav,13
../data/esc_50/audio/20/1-211527-A-20.wav,13
../data/esc_50/audio/20/1-211527-B-20.wav,13
../data/esc_50/audio/20/1-211527-C-20.wav,13
../data/esc_50/audio/20/1-22694-A-20.wav,13
../data/esc_50/audio/20/1-22694-B-20.wav,13
../data/esc_50/audio/20/1-60997-A-20.wav,13
../data/esc_50/audio/20/1-60997-B-20.wav,13
../data/esc_50/audio/21/1-26143-A-21.wav,14
../data/esc_50/audio/21/1-29680-A-21.wav,14
../data/esc_50/audio/21/1-31748-A-21.wav,14
../data/esc_50/audio/21/1-47273-A-21.wav,14
../data/esc_50/audio/21/1-47274-A-21.wav,14
../data/esc_50/audio/21/1-54505-A-21.wav,14
../data/esc_50/audio/21/1-59324-A-21.wav,14
../data/esc_50/audio/21/1-81883-A-21.wav,14
../data/esc_50/audio/22/1-104089-A-22.wav,15
../data/esc_50/audio/22/1-104089-B-22.wav,15
../data/esc_50/audio/22/1-105224-A-22.wav,15
../data/esc_50/audio/22/1-110537-A-22.wav,15
../data/esc_50/audio/22/1-115920-A-22.wav,15
../data/esc_50/audio/22/1-115920-B-22.wav,15
../data/esc_50/audio/22/1-115921-A-22.wav,15
../data/esc_50/audio/22/1-94036-A-22.wav,15
../data/esc_50/audio/23/1-18631-A-23.wav,16
../data/esc_50/audio/23/1-30709-A-23.wav,16
../data/esc_50/audio/23/1-30709-B-23.wav,16
../data/esc_50/audio/23/1-30709-C-23.wav,16
../data/esc_50/audio/23/1-36393-A-23.wav,16
../data/esc_50/audio/23/1-36397-A-23.wav,16
../data/esc_50/audio/23/1-36400-A-23.wav,16
../data/esc_50/audio/23/1-36402-A-23.wav,16
../data/esc_50/audio/24/1-19111-A-24.wav,17
../data/esc_50/audio/24/1-19118-A-24.wav,17
../data/esc_50/audio/24/1-30830-A-24.wav,17
../data/esc_50/audio/24/1-52266-A-24.wav,17
../data/esc_50/audio/24/1-52323-A-24.wav,17
../data/esc_50/audio/24/1-53663-A-24.wav,17
../data/esc_50/audio/24/1-58792-A-24.wav,17
../data/esc_50/audio/24/1-63679-A-24.wav,17
../data/esc_50/audio/25/1-155858-A-25.wav,18
../data/esc_50/audio/25/1-155858-B-25.wav,18
../data/esc_50/audio/25/1-155858-C-25.wav,18
../data/esc_50/audio/25/1-155858-D-25.wav,18
../data/esc_50/audio/25/1-155858-E-25.wav,18
../data/esc_50/audio/25/1-155858-F-25.wav,18
../data/esc_50/audio/25/1-223162-A-25.wav,18
../data/esc_50/audio/25/1-51147-A-25.wav,18
../data/esc_50/audio/26/1-1791-A-26.wav,19
../data/esc_50/audio/26/1-30039-A-26.wav,19
../data/esc_50/audio/26/1-30043-A-26.wav,19
../data/esc_50/audio/26/1-33658-A-26.wav,19
../data/esc_50/audio/26/1-36164-A-26.wav,19
../data/esc_50/audio/26/1-36164-B-26.wav,19
../data/esc_50/audio/26/1-72695-A-26.wav,19
../data/esc_50/audio/26/1-73123-A-26.wav,19
../data/esc_50/audio/27/1-17092-A-27.wav,20
../data/esc_50/audio/27/1-17092-B-27.wav,20
../data/esc_50/audio/27/1-45641-A-27.wav,20
../data/esc_50/audio/27/1-58923-A-27.wav,20
../data/esc_50/audio/27/1-58923-B-27.wav,20
../data/esc_50/audio/27/1-61534-A-27.wav,20
../data/esc_50/audio/27/1-67432-A-27.wav,20
../data/esc_50/audio/27/1-68628-A-27.wav,20
../data/esc_50/audio/28/1-20545-A-28.wav,21
../data/esc_50/audio/28/1-27403-A-28.wav,21
../data/esc_50/audio/28/1-27405-A-28.wav,21
../data/esc_50/audio/28/1-39937-A-28.wav,21
../data/esc_50/audio/28/1-40621-A-28.wav,21
../data/esc_50/audio/28/1-40967-A-28.wav,21
../data/esc_50/audio/28/1-47923-A-28.wav,21
../data/esc_50/audio/28/1-53444-A-28.wav,21
../data/esc_50/audio/29/1-17295-A-29.wav,22
../data/esc_50/audio/29/1-32579-A-29.wav,22
../data/esc_50/audio/29/1-37226-A-29.wav,22
../data/esc_50/audio/29/1-56270-A-29.wav,22
../data/esc_50/audio/29/1-67230-A-29.wav,22
../data/esc_50/audio/29/1-79146-A-29.wav,22
../data/esc_50/audio/29/1-85909-A-29.wav,22
../data/esc_50/audio/29/1-87565-A-29.wav,22
../data/esc_50/audio/3/1-16568-A-3.wav,23
../data/esc_50/audio/3/1-202111-A-3.wav,23
../data/esc_50/audio/3/1-58277-A-3.wav,23
../data/esc_50/audio/3/1-69422-A-3.wav,23
../data/esc_50/audio/3/1-69641-A-3.wav,23
../data/esc_50/audio/3/1-77160-A-3.wav,23
../data/esc_50/audio/3/1-77241-A-3.wav,23
../data/esc_50/audio/3/1-81269-A-3.wav,23
../data/esc_50/audio/30/1-101336-A-30.wav,24
../data/esc_50/audio/30/1-103995-A-30.wav,24
../data/esc_50/audio/30/1-103999-A-30.wav,24
../data/esc_50/audio/30/1-26188-A-30.wav,24
../data/esc_50/audio/30/1-52290-A-30.wav,24
../data/esc_50/audio/30/1-81001-A-30.wav,24
../data/esc_50/audio/30/1-81001-B-30.wav,24
../data/esc_50/audio/30/1-82817-A-30.wav,24
../data/esc_50/audio/31/1-118206-A-31.wav,25
../data/esc_50/audio/31/1-18655-A-31.wav,25
../data/esc_50/audio/31/1-45645-A-31.wav,25
../data/esc_50/audio/31/1-81851-A-31.wav,25
../data/esc_50/audio/31/1-85123-A-31.wav,25
../data/esc_50/audio/31/1-95563-A-31.wav,25
../data/esc_50/audio/31/1-97793-A-31.wav,25
../data/esc_50/audio/31/1-99958-A-31.wav,25
../data/esc_50/audio/32/1-137-A-32.wav,26
../data/esc_50/audio/32/1-53501-A-32.wav,26
../data/esc_50/audio/32/1-61212-A-32.wav,26
../data/esc_50/audio/32/1-62594-A-32.wav,26
../data/esc_50/audio/32/1-79711-A-32.wav,26
../data/esc_50/audio/32/1-84393-A-32.wav,26
../data/esc_50/audio/32/1-94231-A-32.wav,26
../data/esc_50/audio/32/1-94231-B-32.wav,26
../data/esc_50/audio/33/1-51805-A-33.wav,27
../data/esc_50/audio/33/1-51805-B-33.wav,27
../data/esc_50/audio/33/1-51805-C-33.wav,27
../data/esc_50/audio/33/1-51805-D-33.wav,27
../data/esc_50/audio/33/1-51805-E-33.wav,27
../data/esc_50/audio/33/1-51805-F-33.wav,27
../data/esc_50/audio/33/1-51805-G-33.wav,27
../data/esc_50/audio/33/1-51805-H-33.wav,27
../data/esc_50/audio/34/1-101404-A-34.wav,28
../data/esc_50/audio/34/1-41615-A-34.wav,28
../data/esc_50/audio/34/1-43764-A-34.wav,28
../data/esc_50/audio/34/1-58846-A-34.wav,28
../data/esc_50/audio/34/1-60676-A-34.wav,28
../data/esc_50/audio/34/1-68670-A-34.wav,28
../data/esc_50/audio/34/1-68734-A-34.wav,28
../data/esc_50/audio/34/1-69165-A-34.wav,28
../data/esc_50/audio/35/1-21896-A-35.wav,29
../data/esc_50/audio/35/1-23996-A-35.wav,29
../data/esc_50/audio/35/1-23996-B-35.wav,29
../data/esc_50/audio/35/1-27165-A-35.wav,29
../data/esc_50/audio/35/1-27166-A-35.wav,29
../data/esc_50/audio/35/1-32373-A-35.wav,29
../data/esc_50/audio/35/1-32373-B-35.wav,29
../data/esc_50/audio/35/1-49098-A-35.wav,29
../data/esc_50/audio/36/1-100210-A-36.wav,30
../data/esc_50/audio/36/1-100210-B-36.wav,30
../data/esc_50/audio/36/1-19840-A-36.wav,30
../data/esc_50/audio/36/1-19872-A-36.wav,30
../data/esc_50/audio/36/1-19872-B-36.wav,30
../data/esc_50/audio/36/1-46744-A-36.wav,30
../data/esc_50/audio/36/1-60460-A-36.wav,30
../data/esc_50/audio/36/1-79236-A-36.wav,30
../data/esc_50/audio/37/1-13613-A-37.wav,31
../data/esc_50/audio/37/1-14262-A-37.wav,31
../data/esc_50/audio/37/1-34853-A-37.wav,31
../data/esc_50/audio/37/1-67033-A-37.wav,31
../data/esc_50/audio/37/1-72195-A-37.wav,31
../data/esc_50/audio/37/1-72195-B-37.wav,31
../data/esc_50/audio/37/1-74517-A-37.wav,31
../data/esc_50/audio/37/1-96890-A-37.wav,31
../data/esc_50/audio/38/1-21934-A-38.wav,32
../data/esc_50/audio/38/1-21935-A-38.wav,32
../data/esc_50/audio/38/1-35687-A-38.wav,32
../data/esc_50/audio/38/1-42139-A-38.wav,32
../data/esc_50/audio/38/1-48413-A-38.wav,32
../data/esc_50/audio/38/1-57163-A-38.wav,32
../data/esc_50/audio/38/1-62849-A-38.wav,32
../data/esc_50/audio/38/1-62850-A-38.wav,32
../data/esc_50/audio/39/1-20133-A-39.wav,33
../data/esc_50/audio/39/1-84536-A-39.wav,33
../data/esc_50/audio/39/1-84704-A-39.wav,33
../data/esc_50/audio/39/1-84705-A-39.wav,33
../data/esc_50/audio/39/1-85168-A-39.wav,33
../data/esc_50/audio/39/1-85184-A-39.wav,33
../data/esc_50/audio/39/1-88807-A-39.wav,33
../data/esc_50/audio/39/1-977-A-39.wav,33
../data/esc_50/audio/4/1-15689-A-4.wav,34
../data/esc_50/audio/4/1-15689-B-4.wav,34
../data/esc_50/audio/4/1-17970-A-4.wav,34
../data/esc_50/audio/4/1-18755-A-4.wav,34
../data/esc_50/audio/4/1-18755-B-4.wav,34
../data/esc_50/audio/4/1-18757-A-4.wav,34
../data/esc_50/audio/4/1-31836-A-4.wav,34
../data/esc_50/audio/4/1-31836-B-4.wav,34
../data/esc_50/audio/40/1-172649-A-40.wav,35
../data/esc_50/audio/40/1-172649-B-40.wav,35
../data/esc_50/audio/40/1-172649-C-40.wav,35
../data/esc_50/audio/40/1-172649-D-40.wav,35
../data/esc_50/audio/40/1-172649-E-40.wav,35
../data/esc_50/audio/40/1-172649-F-40.wav,35
../data/esc_50/audio/40/1-181071-A-40.wav,35
../data/esc_50/audio/40/1-181071-B-40.wav,35
../data/esc_50/audio/41/1-116765-A-41.wav,36
../data/esc_50/audio/41/1-19898-A-41.wav,36
../data/esc_50/audio/41/1-19898-B-41.wav,36
../data/esc_50/audio/41/1-19898-C-41.wav,36
../data/esc_50/audio/41/1-47250-A-41.wav,36
../data/esc_50/audio/41/1-47250-B-41.wav,36
../data/esc_50/audio/41/1-64398-A-41.wav,36
../data/esc_50/audio/41/1-64398-B-41.wav,36
../data/esc_50/audio/42/1-31482-A-42.wav,37
../data/esc_50/audio/42/1-31482-B-42.wav,37
../data/esc_50/audio/42/1-54084-A-42.wav,37
../data/esc_50/audio/42/1-76831-A-42.wav,37
../data/esc_50/audio/42/1-76831-B-42.wav,37
../data/esc_50/audio/42/1-76831-C-42.wav,37
../data/esc_50/audio/42/1-76831-D-42.wav,37
../data/esc_50/audio/42/1-76831-E-42.wav,37
../data/esc_50/audio/43/1-17124-A-43.wav,38
../data/esc_50/audio/43/1-19026-A-43.wav,38
../data/esc_50/audio/43/1-24074-A-43.wav,38
../data/esc_50/audio/43/1-24076-A-43.wav,38
../data/esc_50/audio/43/1-254507-A-43.wav,38
../data/esc_50/audio/43/1-26176-A-43.wav,38
../data/esc_50/audio/43/1-26177-A-43.wav,38
../data/esc_50/audio/43/1-28808-A-43.wav,38
../data/esc_50/audio/44/1-18527-A-44.wav,39
../data/esc_50/audio/44/1-18527-B-44.wav,39
../data/esc_50/audio/44/1-22882-A-44.wav,39
../data/esc_50/audio/44/1-50454-A-44.wav,39
../data/esc_50/audio/44/1-50455-A-44.wav,39
../data/esc_50/audio/44/1-50661-A-44.wav,39
../data/esc_50/audio/44/1-61261-A-44.wav,39
../data/esc_50/audio/44/1-62565-A-44.wav,39
../data/esc_50/audio/45/1-119125-A-45.wav,40
../data/esc_50/audio/45/1-54065-A-45.wav,40
../data/esc_50/audio/45/1-54065-B-45.wav,40
../data/esc_50/audio/45/1-62509-A-45.wav,40
../data/esc_50/audio/45/1-64473-A-45.wav,40
../data/esc_50/audio/45/1-70300-A-45.wav,40
../data/esc_50/audio/45/1-88409-A-45.wav,40
../data/esc_50/audio/45/1-88409-B-45.wav,40
../data/esc_50/audio/46/1-13571-A-46.wav,41
../data/esc_50/audio/46/1-13572-A-46.wav,41
../data/esc_50/audio/46/1-21421-A-46.wav,41
../data/esc_50/audio/46/1-22804-A-46.wav,41
../data/esc_50/audio/46/1-40154-A-46.wav,41
../data/esc_50/audio/46/1-48298-A-46.wav,41
../data/esc_50/audio/46/1-54747-A-46.wav,41
../data/esc_50/audio/46/1-56907-A-46.wav,41
../data/esc_50/audio/47/1-11687-A-47.wav,42
../data/esc_50/audio/47/1-24796-A-47.wav,42
../data/esc_50/audio/47/1-36929-A-47.wav,42
../data/esc_50/audio/47/1-43807-A-47.wav,42
../data/esc_50/audio/47/1-43807-B-47.wav,42
../data/esc_50/audio/47/1-43807-C-47.wav,42
../data/esc_50/audio/47/1-43807-D-47.wav,42
../data/esc_50/audio/47/1-53467-A-47.wav,42
../data/esc_50/audio/48/1-115545-A-48.wav,43
../data/esc_50/audio/48/1-115545-B-48.wav,43
../data/esc_50/audio/48/1-115545-C-48.wav,43
../data/esc_50/audio/48/1-115546-A-48.wav,43
../data/esc_50/audio/48/1-160563-A-48.wav,43
../data/esc_50/audio/48/1-160563-B-48.wav,43
../data/esc_50/audio/48/1-25777-A-48.wav,43
../data/esc_50/audio/48/1-25781-A-48.wav,43
../data/esc_50/audio/49/1-18810-A-49.wav,44
../data/esc_50/audio/49/1-23706-A-49.wav,44
../data/esc_50/audio/49/1-46353-A-49.wav,44
../data/esc_50/audio/49/1-7974-A-49.wav,44
../data/esc_50/audio/49/1-7974-B-49.wav,44
../data/esc_50/audio/49/1-9886-A-49.wav,44
../data/esc_50/audio/49/1-9887-A-49.wav,44
../data/esc_50/audio/49/1-9887-B-49.wav,44
../data/esc_50/audio/5/1-34094-A-5.wav,45
../data/esc_50/audio/5/1-34094-B-5.wav,45
../data/esc_50/audio/5/1-47819-A-5.wav,45
../data/esc_50/audio/5/1-47819-B-5.wav,45
../data/esc_50/audio/5/1-47819-C-5.wav,45
../data/esc_50/audio/5/1-56380-A-5.wav,45
../data/esc_50/audio/5/1-56380-B-5.wav,45
../data/esc_50/audio/5/1-79113-A-5.wav,45
../data/esc_50/audio/6/1-18074-A-6.wav,46
../data/esc_50/audio/6/1-18074-B-6.wav,46
../data/esc_50/audio/6/1-31251-A-6.wav,46
../data/esc_50/audio/6/1-31251-B-6.wav,46
../data/esc_50/audio/6/1-5996-A-6.wav,46
../data/esc_50/audio/6/1-71030-A-6.wav,46
../data/esc_50/audio/6/1-72229-A-6.wav,46
../data/esc_50/audio/6/1-72229-B-6.wav,46
../data/esc_50/audio/7/1-17585-A-7.wav,47
../data/esc_50/audio/7/1-19501-A-7.wav,47
../data/esc_50/audio/7/1-46938-A-7.wav,47
../data/esc_50/audio/7/1-46938-B-7.wav,47
../data/esc_50/audio/7/1-73585-A-7.wav,47
../data/esc_50/audio/7/1-75189-A-7.wav,47
../data/esc_50/audio/7/1-7973-A-7.wav,47
../data/esc_50/audio/7/1-80785-A-7.wav,47
../data/esc_50/audio/8/1-121951-A-8.wav,48
../data/esc_50/audio/8/1-196660-A-8.wav,48
../data/esc_50/audio/8/1-196660-B-8.wav,48
../data/esc_50/audio/8/1-49409-A-8.wav,48
../data/esc_50/audio/8/1-49409-B-8.wav,48
../data/esc_50/audio/8/1-57795-A-8.wav,48
../data/esc_50/audio/8/1-75190-A-8.wav,48
../data/esc_50/audio/8/1-88574-A-8.wav,48
../data/esc_50/audio/9/1-103298-A-9.wav,49
../data/esc_50/audio/9/1-39835-A-9.wav,49
../data/esc_50/audio/9/1-39835-B-9.wav,49
../data/esc_50/audio/9/1-56233-A-9.wav,49
../data/esc_50/audio/9/1-56234-A-9.wav,49
../data/esc_50/audio/9/1-75162-A-9.wav,49
../data/esc_50/audio/9/1-96950-A-9.wav,49
../data/esc_50/audio/9/1-96950-B-9.wav,49
